salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,"phone",phone2,website,street,street_2,city,county,state_province,"postal_code",country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort,grades,grades_offered
001V400000tPCf1,Acts Community School,,,acts-community-school-tx-77536,,"+1 281 888 8888",,https://www.actscommunitychurches.com,7347 Temperance Lane,,Deer Park,,TX,"77536",US,29.67087630,-95.11999340,classical,acts-community-school-tx-77536-fcapi-classicality-abstract.md,acts-community-school-tx-77536-fcapi-classicality-audit.md,acts-community-school-tx-77536-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,5264,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCf3,Ad Fontes Academy,,,ad-fontes-academy-va-22030,dluckenbaugh@adfontes.com,"+1 571 762 2431",,https://adfontes.com/,15450 Lee Hwy,,Centreville,Fairfax County,VA,"22030",US,38.82886410,-77.48255330,classical,ad-fontes-academy-va-22030-fcapi-classicality-abstract.md,ad-fontes-academy-va-22030-fcapi-classicality-audit.md,ad-fontes-academy-va-22030-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,293,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCf4,Ad Meliora Classical Scholé Academy,001V400000tOZKD,Schole Communities,ad-meliora-classical-schole-academy-leawood-ks,admelioraclassical@gmail.com,"",,https://www.facebook.com/profile.php?id=61556783746762,,,Leawood,,KS,"",US,38.96667300,-94.61690120,classical,ad-meliora-classical-schole-academy-leawood-ks-fcapi-classicality-abstract.md,ad-meliora-classical-schole-academy-leawood-ks-fcapi-classicality-audit.md,ad-meliora-classical-schole-academy-leawood-ks-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,5479,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-schole-1.png,,0,0,0,0,5514,,,
001V400000tPKCK,Adams-Young Elementary,001V400000tOZJq,Cornerstone Education Group,adams-young-elementary-mi-48235,,"+1 313 395 8990",,https://cornerstoneschools.org/school/adams-young-academy/,13130 Grove Street,,Detroit,Wayne County,MI,"48235",US,42.41481160,-83.17455330,somewhat-classical,adams-young-elementary-mi-48235-fcapi-classicality-abstract.md,adams-young-elementary-mi-48235-fcapi-classicality-audit.md,adams-young-elementary-mi-48235-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,13,,,
001V400000tPCf5,Addenbrooke Classical Academy,,,addenbrooke-classical-academy-co-80235,,"+1 608 469 6798",,https://www.addenbrooke.org,3940 S. Teller St.,,Lakeview,Jefferson County,CO,"80235",US,39.64417420,-105.07556810,classical,addenbrooke-classical-academy-co-80235-fcapi-classicality-abstract.md,addenbrooke-classical-academy-co-80235-fcapi-classicality-audit.md,addenbrooke-classical-academy-co-80235-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,294,,PK-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCf6,Adel Classical Academy,,,adel-classical-academy-ia-50003,adelclassicalacademy@gmail.com,"+1 515 612 4414",,https://www.adelclassicalacademy.org/,25712 U.S. 6,,Adel,Dallas County,IA,"50003",US,41.61303990,-93.97696140,classical,adel-classical-academy-ia-50003-fcapi-classicality-abstract.md,adel-classical-academy-ia-50003-fcapi-classicality-audit.md,adel-classical-academy-ia-50003-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,295,,K-8,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCf7,Adelphia Classical Christian Academy,,,adelphia-classical-christian-academy-ca-92866,,"+1 714 677 2594",,https://www.adelphiaclassical.com/,710 South Cambridge Street,,Orange,Orange County,CA,"92866",US,33.77663570,-117.84529300,classical,adelphia-classical-christian-academy-ca-92866-fcapi-classicality-abstract.md,adelphia-classical-christian-academy-ca-92866-fcapi-classicality-audit.md,adelphia-classical-christian-academy-ca-92866-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,296,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCf8,Adolesco Preparatory Academy,,,adolesco-preparatory-academy-la-70466,admin@adolescoprep.org,"+1 337 281 1726",,https://adolescoprep.org/,48024 Parsonage Rd,,Tickfaw,Tangipahoa Parish,LA,"70466",US,30.57724030,-90.48349700,classical,adolesco-preparatory-academy-la-70466-fcapi-classicality-abstract.md,adolesco-preparatory-academy-la-70466-fcapi-classicality-audit.md,adolesco-preparatory-academy-la-70466-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,297,,PK-9,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
001V400000tPCf9,Advent Evangelical Lutheran Church & School,,,advent-evangelical-lutheran-church-school-in-46077,,"+1 317 873 6318",,http://adventlutheran.org,11250 North Michigan Road,,Zionsville,,IN,"46077",US,39.94943570,-86.24172050,classical,advent-evangelical-lutheran-church-school-in-46077-fcapi-classicality-abstract.md,advent-evangelical-lutheran-church-school-in-46077-fcapi-classicality-audit.md,advent-evangelical-lutheran-church-school-in-46077-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-k12-2.png,,0,0,0,0,5211,,,
001V400000tPKCN,Advent Evangelical Lutheran School,,,advent-evangelical-lutheran-school-in-46077,,"+1 317 873 6318",,https://www.adventlutheran.org/,11250 N Michigan Rd,,Zionsville,Boone County,IN,"46077",US,39.95004330,-86.27889480,somewhat-classical,advent-evangelical-lutheran-school-in-46077-fcapi-classicality-abstract.md,advent-evangelical-lutheran-school-in-46077-fcapi-classicality-audit.md,advent-evangelical-lutheran-school-in-46077-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-8.png,,0,0,0,0,299,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfA,Agape Christi Academy,,,agape-christi-academy-mn-55344,info@agapechristi.com,"+1 952 856 0103",,https://agapechristi.com/,9957 Valley View Rd.,,Eden Prairie,Hennepin County,MN,"55344",US,44.87130130,-93.40321290,classical,agape-christi-academy-mn-55344-fcapi-classicality-abstract.md,agape-christi-academy-mn-55344-fcapi-classicality-audit.md,agape-christi-academy-mn-55344-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,302,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfE,Agape Montessori Christian Academy,,,agape-montessori-christian-academy-ms-39183,4godskidz@gmail.com,"+1 601 634 0092",,https://4godskidz.wixsite.com/mysite-1/,822 Main St.,,Vicksburg,Warren County,MS,"39183",US,32.35361360,-90.87931110,classical,agape-montessori-christian-academy-ms-39183-fcapi-classicality-abstract.md,agape-montessori-christian-academy-ms-39183-fcapi-classicality-audit.md,agape-montessori-christian-academy-ms-39183-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,305,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfF,Agathos Classical School,,,agathos-classical-school-tn-38401,office@agathosschool.com,"+1 931 388 0556",,https://agathosschool.com/,1201 Mapleash Ave.,,Columbia,Maury County,TN,"38401",US,35.60460740,-87.01391430,classical,agathos-classical-school-tn-38401-fcapi-classicality-abstract.md,agathos-classical-school-tn-38401-fcapi-classicality-audit.md,agathos-classical-school-tn-38401-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,306,,PK-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPKCU,Alachua Learning Academy,,,alachua-learning-academy-fl-32615,info@ourala.org,"+1 386 418 2080",,https://ourala.org/,11100 West State Road 235,,Alachua,Alachua County,FL,"32615",US,29.81363560,-82.46473440,somewhat-classical,alachua-learning-academy-fl-32615-fcapi-classicality-abstract.md,alachua-learning-academy-fl-32615-fcapi-classicality-audit.md,alachua-learning-academy-fl-32615-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,309,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfH,Aletheia Christian School of Peoria,,,aletheia-christian-school-peoria-il-61604,info@peoriaclassical.org,"+1 309 635 9809",,https://peoriaclassical.org/,7229 N. Knoxville Ave.,,Peoria,Peoria County,IL,"61604",US,40.77563880,-89.60472720,classical,aletheia-christian-school-peoria-il-61604-fcapi-classicality-abstract.md,aletheia-christian-school-peoria-il-61604-fcapi-classicality-audit.md,aletheia-christian-school-peoria-il-61604-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,312,,PK-8,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCfI,Aletheia United Academy,,,aletheia-united-academy-va-22902,,"+1 434 207 2170",,https://aletheiaunitedacademy.org/,981 2nd Street Southeast,,Charlottesville,,VA,"22902",US,38.02410300,-78.48365200,classical,aletheia-united-academy-va-22902-fcapi-classicality-abstract.md,aletheia-united-academy-va-22902-fcapi-classicality-audit.md,aletheia-united-academy-va-22902-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,313,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfJ,Alexandria Classical Christian Academy,,,alexandria-classical-christian-academy-va-22302,katherine.kramer@accacademy.org,"+1 571 206 1604",,https://www.accacademy.org/,2932 King St,,Alexandria,,VA,"22302",US,38.81944740,-77.07884100,classical,alexandria-classical-christian-academy-va-22302-fcapi-classicality-abstract.md,alexandria-classical-christian-academy-va-22302-fcapi-classicality-audit.md,alexandria-classical-christian-academy-va-22302-fcapi-classicality-audit.pdf,elementary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,314,,PK-5,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th"
001V400000tPCfK,Aliso Viejo Christian School,,,aliso-viejo-christian-school-ca-92656,,"+1 949 389 0300",,https://alisoviejochristianschool.org,1 Orion,,Aliso Viejo,Orange County,CA,"92656",US,33.55796430,-117.72719570,classical,aliso-viejo-christian-school-ca-92656-fcapi-classicality-abstract.md,aliso-viejo-christian-school-ca-92656-fcapi-classicality-audit.md,aliso-viejo-christian-school-ca-92656-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-1.png,,0,0,0,0,315,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKCX,All Hallows High School,,,all-hallows-high-school-ny-10452,,"+1 718 293 4545",,https://sites.google.com/a/mhbx.org/mott-hall-bronx-high-school/,111 East 164th St.,,Bronx,Bronx County,NY,"10452",US,40.83009450,-73.92211410,somewhat-classical,all-hallows-high-school-ny-10452-fcapi-classicality-abstract.md,all-hallows-high-school-ny-10452-fcapi-classicality-audit.md,all-hallows-high-school-ny-10452-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-2.png,,0,0,0,0,316,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCfL,All Saints Academy,,,all-saints-academy-wa-98383,info@allsaintsacademy.com,"+1 360 776 1700",,https://allsaintsclassical.com/,3450 NW Carlton St,,Silverdalw,,WA,"98383",US,47.64634130,-122.69631620,classical,all-saints-academy-wa-98383-fcapi-classicality-abstract.md,all-saints-academy-wa-98383-fcapi-classicality-audit.md,all-saints-academy-wa-98383-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private School,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,1,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,317,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfM,All Saints Catholic School: Ft. Worth,,,all-saints-catholic-school-ft-worth-tx-76164,,"+1 817 624 2670",,https://www.ascsfw.org/,2006 North Houston Street,,Fort Worth,Tarrant County,TX,"76164",US,32.78187400,-97.35130880,classical,all-saints-catholic-school-ft-worth-tx-76164-fcapi-classicality-abstract.md,all-saints-catholic-school-ft-worth-tx-76164-fcapi-classicality-audit.md,all-saints-catholic-school-ft-worth-tx-76164-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,319,,PK-8,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCfN,All Saints Christian Academy,,,all-saints-christian-academy-nc-27376,allsaints2019@gmail.com,"+1 201 417 0481",,https://allsaintsnc.com/,384 Hillmon Grove Rd,,Cameron,Moore County,NC,"28326",US,35.27710440,-79.11886560,classical,all-saints-christian-academy-nc-27376-fcapi-classicality-abstract.md,all-saints-christian-academy-nc-27376-fcapi-classicality-audit.md,all-saints-christian-academy-nc-27376-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-8.png,,0,0,0,0,321,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfO,All Saints Christian Academy…A Schole Community,001V400000tOZKD,Schole Communities,all-saints-christian-academy-schole-community-cameron-nc,allsaints2019@gmail.com,"",,https://www.facebook.com/allsaints2019,,,Cameron,,NC,"",US,35.32682260,-79.25530300,classical,all-saints-christian-academy-schole-community-cameron-nc-fcapi-classicality-abstract.md,all-saints-christian-academy-schole-community-cameron-nc-fcapi-classicality-audit.md,all-saints-christian-academy-schole-community-cameron-nc-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,5479,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-schole-1.png,,0,0,0,0,5529,,,
001V400000tPCfP,Alliance Christian Academy and Little Sprouts,,,alliance-christian-academy-little-sprouts-tx,,"+1 817 439 8425",,http://acaknights.com,13105 Harmon Rd,,Fort Worth,,TX,"76177",US,32.93934910,-97.32482210,classical,alliance-christian-academy-little-sprouts-tx-fcapi-classicality-abstract.md,alliance-christian-academy-little-sprouts-tx-fcapi-classicality-audit.md,alliance-christian-academy-little-sprouts-tx-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-k12-6.png,,0,0,0,0,5267,,,
001V400000tPCfR,Alpha Omega Academy,,,alpha-omega-academy-tx-77340,office@alphaomegaacademy.org,"+1 936 438 8833",,https://alphaomegaacademy.org/,3891 State Hwy. 30 West,,Huntsville,Walker County,TX,"77340-8419",US,30.70049320,-95.61239730,classical,alpha-omega-academy-tx-77340-fcapi-classicality-abstract.md,alpha-omega-academy-tx-77340-fcapi-classicality-audit.md,alpha-omega-academy-tx-77340-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,326,,PK-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfS,Alpine Christian School,,,alpine-christian-school-tx-79830,Admin10@AlpineChristianSchool.com,"+1 432 837 5757",,https://alpinechristianschool.com/,402 East Sul Ross Avenue,,Alpine,Brewster County,TX,"79830",US,30.36009750,-103.65881090,classical,alpine-christian-school-tx-79830-fcapi-classicality-abstract.md,alpine-christian-school-tx-79830-fcapi-classicality-audit.md,alpine-christian-school-tx-79830-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,327,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
