salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,"phone",phone2,website,street,street_2,city,county,state_province,"postal_code",country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort,grades,grades_offered
Acct0030,Adams-Young Elementary,,Cornerstone Education Group,adams-young-elementary-mi-48235,,"+1 313 395 8990",,https://cornerstoneschools.org/school/adams-young-academy/,13130 Grove Street,,Detroit,Wayne County,MI,"48235",US,42.41481160,-83.17455330,somewhat-classical,adams-young-elementary-mi-48235-fcapi-classicality-abstract.md,adams-young-elementary-mi-48235-fcapi-classicality-audit.md,adams-young-elementary-mi-48235-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,13,910,,
Acct0033,Addenbrooke Classical Academy,,,addenbrooke-classical-academy-co-80235,,"+1 608 469 6798",,https://www.augustineclassical.org/,3940 S. Teller St.,,Lakeview,Jefferson County,CO,"80235",US,39.64417420,-105.07556810,classical,addenbrooke-classical-academy-co-80235-fcapi-classicality-abstract.md,addenbrooke-classical-academy-co-80235-fcapi-classicality-audit.md,addenbrooke-classical-academy-co-80235-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,294,2255,pk-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0034,Adel Classical Academy,,,adel-classical-academy-ia-50003,adelclassicalacademy@gmail.com,"+1 515 612 4414",,https://www.adelclassicalacademy.org/,25712 U.S. 6,,Adel,Dallas County,IA,"50003",US,41.61303990,-93.97696140,classical,adel-classical-academy-ia-50003-fcapi-classicality-abstract.md,adel-classical-academy-ia-50003-fcapi-classicality-audit.md,adel-classical-academy-ia-50003-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,295,1194,k-8,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
Acct0035,Adelphia Classical Christian Academy,,,adelphia-classical-christian-academy-ca-92866,,"+1 714 677 2594",,https://www.adelphiaclassical.com/,710 South Cambridge Street,,Orange,Orange County,CA,"92866",US,33.77663570,-117.84529300,classical,adelphia-classical-christian-academy-ca-92866-fcapi-classicality-abstract.md,adelphia-classical-christian-academy-ca-92866-fcapi-classicality-audit.md,adelphia-classical-christian-academy-ca-92866-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,296,1685,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0036,Adolesco Preparatory Academy,,,adolesco-preparatory-academy-la-70466,admin@adolescoprep.org,"+1 337 281 1726",,https://adolescoprep.org/,48024 Parsonage Rd,,Tickfaw,Tangipahoa Parish,LA,"70466",US,30.57724030,-90.48349700,classical,adolesco-preparatory-academy-la-70466-fcapi-classicality-abstract.md,adolesco-preparatory-academy-la-70466-fcapi-classicality-audit.md,adolesco-preparatory-academy-la-70466-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,297,2647,pk-9,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
Acct0041,Agape Christi Academy,,,agape-christi-academy-mn-55344,info@agapechristi.com,"+1 952 856 0103",,https://agapechristi.com/,9957 Valley View Rd.,,Eden Prairie,Hennepin County,MN,"55344",US,44.87130130,-93.40321290,classical,agape-christi-academy-mn-55344-fcapi-classicality-abstract.md,agape-christi-academy-mn-55344-fcapi-classicality-audit.md,agape-christi-academy-mn-55344-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,302,2790,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0045,Agape Montessori Christian Academy,,,agape-montessori-christian-academy-ms-39183,4godskidz@gmail.com,"+1 601 634 0092",,https://4godskidz.wixsite.com/mysite-1/,822 Main St.,,Vicksburg,Warren County,MS,"39183",US,32.35361360,-90.87931110,classical,agape-montessori-christian-academy-ms-39183-fcapi-classicality-abstract.md,agape-montessori-christian-academy-ms-39183-fcapi-classicality-audit.md,agape-montessori-christian-academy-ms-39183-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,305,2083,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0046,Agathos Classical School,,,agathos-classical-school-tn-38401,office@agathosschool.com,"+1 931 388 0556",,https://agathosschool.com/,1201 Mapleash Ave.,,Columbia,Maury County,TN,"38401",US,35.60460740,-87.01391430,classical,agathos-classical-school-tn-38401-fcapi-classicality-abstract.md,agathos-classical-school-tn-38401-fcapi-classicality-audit.md,agathos-classical-school-tn-38401-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,306,2493,pk-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0049,Alachua Learning Academy,,,alachua-learning-academy-fl-32615,info@ourala.org,"+1 386 418 2080",,https://ourala.org/,11100 West State Road 235,,Alachua,Alachua County,FL,"32615",US,29.81363560,-82.46473440,somewhat-classical,alachua-learning-academy-fl-32615-fcapi-classicality-abstract.md,alachua-learning-academy-fl-32615-fcapi-classicality-audit.md,alachua-learning-academy-fl-32615-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,309,749,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0052,Aletheia Christian School of Peoria,,,aletheia-christian-school-peoria-il-61604,info@peoriaclassical.org,"+1 309 635 9809",,https://peoriaclassical.org/,7229 N. Knoxville Ave.,,Peoria,Peoria County,IL,"61604",US,40.77563880,-89.60472720,classical,aletheia-christian-school-peoria-il-61604-fcapi-classicality-abstract.md,aletheia-christian-school-peoria-il-61604-fcapi-classicality-audit.md,aletheia-christian-school-peoria-il-61604-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,312,1920,pk-8,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
Acct0053,Aletheia United Academy,,,aletheia-united-academy-va-22902,,"+1 434 207 2170",,https://aletheiaunitedacademy.org/,981 2nd Street Southeast,,Charlottesville,,VA,"22902",US,38.02410300,-78.48365200,classical,aletheia-united-academy-va-22902-fcapi-classicality-abstract.md,aletheia-united-academy-va-22902-fcapi-classicality-audit.md,aletheia-united-academy-va-22902-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,313,451,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0054,Alexandria Classical Christian Academy,,,alexandria-classical-christian-academy-va-22302,katherine.kramer@accacademy.org,"+1 571 206 1604",,https://www.accacademy.org/,2932 King St,,Alexandria,,VA,"22302",US,38.81944740,-77.07884100,classical,alexandria-classical-christian-academy-va-22302-fcapi-classicality-abstract.md,alexandria-classical-christian-academy-va-22302-fcapi-classicality-audit.md,alexandria-classical-christian-academy-va-22302-v20260107-fcapi-classicality-audit.pdf,elementary,Private School,Private,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,314,723,pk-5,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th"
Acct0055,Aliso Viejo Christian School,,,aliso-viejo-christian-school-ca-92656,,"+1 949 389 0300",,https://www.pacificaoc.org/,1 Orion,,Aliso Viejo,Orange County,CA,"92656",US,33.55796430,-117.72719570,classical,aliso-viejo-christian-school-ca-92656-fcapi-classicality-abstract.md,aliso-viejo-christian-school-ca-92656-fcapi-classicality-audit.md,aliso-viejo-christian-school-ca-92656-v20260107-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-1.png,,0,0,0,0,315,1951,g9-12,"9th, 10th, 11th, 12th"
Acct0056,All Hallows High School,,,all-hallows-high-school-ny-10452,,"+1 718 293 4545",,https://sites.google.com/a/mhbx.org/mott-hall-bronx-high-school/,111 East 164th St.,,Bronx,Bronx County,NY,"10452",US,40.83009450,-73.92211410,somewhat-classical,all-hallows-high-school-ny-10452-fcapi-classicality-abstract.md,all-hallows-high-school-ny-10452-fcapi-classicality-audit.md,all-hallows-high-school-ny-10452-v20260107-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-2.png,,0,0,0,0,316,513,g9-12,"9th, 10th, 11th, 12th"
Acct0057,All Saints Academy,,,all-saints-academy-wa-98383,info@allsaintsacademy.com,"+1 360 776 1700",,https://allsaintsclassical.com/,3450 NW Carlton St,,Silverdalw,,WA,"98383",US,47.64634130,-122.69631620,classical,all-saints-academy-wa-98383-fcapi-classicality-abstract.md,all-saints-academy-wa-98383-fcapi-classicality-audit.md,all-saints-academy-wa-98383-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private School,0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,1,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,317,,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0060,All Saints Catholic School: Ft. Worth,,,all-saints-catholic-school-ft-worth-tx-76164,,"+1 817 624 2670",,https://www.ascsfw.org/,2006 North Houston Street,,Fort Worth,Tarrant County,TX,"76164",US,32.78187400,-97.35130880,classical,all-saints-catholic-school-ft-worth-tx-76164-fcapi-classicality-abstract.md,all-saints-catholic-school-ft-worth-tx-76164-fcapi-classicality-audit.md,all-saints-catholic-school-ft-worth-tx-76164-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,319,1832,pk-8,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
Acct0066,Alpha Omega Academy,,,alpha-omega-academy-tx-77340,office@alphaomegaacademy.org,"+1 936 438 8833",,https://alphaomegaacademy.org/,3891 State Hwy. 30 West,,Huntsville,Walker County,TX,"77340-8419",US,30.70049320,-95.61239730,classical,alpha-omega-academy-tx-77340-fcapi-classicality-abstract.md,alpha-omega-academy-tx-77340-fcapi-classicality-audit.md,alpha-omega-academy-tx-77340-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,326,2703,pk-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0068,Alpine Christian School,,,alpine-christian-school-tx-79830,Admin10@AlpineChristianSchool.com,"+1 432 837 5757",,https://alpinechristianschool.com/,402 East Sul Ross Avenue,,Alpine,Brewster County,TX,"79830",US,30.36009750,-103.65881090,classical,alpine-christian-school-tx-79830-fcapi-classicality-abstract.md,alpine-christian-school-tx-79830-fcapi-classicality-audit.md,alpine-christian-school-tx-79830-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,327,2572,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0070,Amarillo Collegiate Academy,,,amarillo-collegiate-academy-tx-79118,,"+1 806 352 0171",,https://responsiveed.com/campus/amarillo-collegiate-academy/,6000 S. Georgia St,,Amarillo,Randall County,TX,"79118",US,35.14730000,-101.86715340,somewhat-classical,amarillo-collegiate-academy-tx-79118-fcapi-classicality-abstract.md,amarillo-collegiate-academy-tx-79118-fcapi-classicality-audit.md,amarillo-collegiate-academy-tx-79118-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,229,1383,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0072,Amazing Grace Academy,,,amazing-grace-academy-id-83301,christianott1977@gmail.com,"+1 208 948 3321",,https://amazinggrace.academy/,1061 Eastland Drive North,,Twin Falls,Twin Falls County,ID,"83301",US,42.58128380,-114.44142550,classical,amazing-grace-academy-id-83301-fcapi-classicality-abstract.md,amazing-grace-academy-id-83301-fcapi-classicality-audit.md,amazing-grace-academy-id-83301-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,329,983,k-9,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
Acct0074,Ambassador Christian Academy,,,ambassador-christian-academy-nj-08720,aca@ambassadorchristian.org,"+1 732 341 0860",,https://ambassadorchristian.org/,4041 Squankum-Allenwood Rd.,,Allenwood,Monmouth County,NJ,"08720",US,40.13583450,-74.12961570,classical,ambassador-christian-academy-nj-08720-fcapi-classicality-abstract.md,ambassador-christian-academy-nj-08720-fcapi-classicality-audit.md,ambassador-christian-academy-nj-08720-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,331,2700,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
,Ambrose Academy,,,ambrose-academy-ks-66503,jon@ambroseclassical.com,"+1 913 620 2198",,https://ambroseclassical.com,2845 Greenwood Dr.,,Ogden,,KS,"66503",US,39.12316060,-96.69866040,classical,ambrose-academy-ks-66503-fcapi-classicality-abstract.md,ambrose-academy-ks-66503-fcapi-classicality-audit.md,ambrose-academy-ks-66503-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-1.png,,0,0,0,0,3119,,,"K, 1st, 2nd"
Acct0082,American Christian Academy,,,american-christian-academy-al-35404,,"+1 205 553 5963",,https://www.acacademy.com/,2300 Veterans Memorial Parkway,,Tuscaloosa,Tuscaloosa County,AL,"35404",US,33.19946040,-87.50798940,classical,american-christian-academy-al-35404-fcapi-classicality-abstract.md,american-christian-academy-al-35404-fcapi-classicality-audit.md,american-christian-academy-al-35404-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,339,1036,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0084,American Classical Academy Rutherford,,,american-classical-academy-rutherford-tn-37086,,"+1 615 675 0498",,https://rutherfordclassical.org/,2 Ingram Blvd.,,Rutherford,Rutherford County,TN,"37086",US,35.99969960,-86.58842320,classical,american-classical-academy-rutherford-tn-37086-fcapi-classicality-abstract.md,american-classical-academy-rutherford-tn-37086-fcapi-classicality-audit.md,american-classical-academy-rutherford-tn-37086-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,341,867,k-5,"K, 1st, 2nd, 3rd, 4th, 5th"
Acct0086,American Heritage Academy,,,american-heritage-academy-nv-89014,,"+1 702 949 5614",,https://ahalv.org/,2100 Olympic Ave.,,Henderson,Clark County,NV,"89014",US,36.07387490,-115.07810690,classical,american-heritage-academy-nv-89014-fcapi-classicality-abstract.md,american-heritage-academy-nv-89014-fcapi-classicality-audit.md,american-heritage-academy-nv-89014-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,344,2462,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
