salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,"phone",phone2,website,street,street_2,city,county,state_province,"postal_code",country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,classical_status_origin,published_at,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort,grades,grades_offered
001V400000tPCf5,Addenbrooke Classical Academy,,,addenbrooke-classical-academy-co-80235,,"+1 608 469 6798",,https://www.addenbrooke.org,3940 S. Teller St.,,Lakeview,Jefferson County,CO,"80235",US,39.64417420,-105.07556810,classical,addenbrooke-classical-academy-co-80235-fcapi-thi-website-survey-abstract.md,addenbrooke-classical-academy-co-80235-fcapi-thi-website-survey.md,addenbrooke-classical-academy-co-80235-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,294,,PK-12,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCf6,Adel Classical Academy,,,adel-classical-academy-ia-50003,adelclassicalacademy@gmail.com,"+1 515 612 4414",,https://www.adelclassicalacademy.org/,25712 U.S. 6,,Adel,Dallas County,IA,"50003",US,41.61303990,-93.97696140,classical,adel-classical-academy-ia-50003-fcapi-thi-website-survey-abstract.md,adel-classical-academy-ia-50003-fcapi-thi-website-survey.md,adel-classical-academy-ia-50003-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,295,,K-8,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCf7,Adelphia Classical Christian Academy,,,adelphia-classical-christian-academy-ca-92866,,"+1 714 677 2594",,https://adelphiaclassical.com/,710 South Cambridge Street,,Orange,Orange County,CA,"92866",US,33.77663570,-117.84529300,classical,adelphia-classical-christian-academy-ca-92866-fcapi-thi-website-survey-abstract.md,adelphia-classical-christian-academy-ca-92866-fcapi-thi-website-survey.md,adelphia-classical-christian-academy-ca-92866-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,296,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCf8,Adolesco Preparatory Academy,,,adolesco-preparatory-academy-la-70466,admin@adolescoprep.org,"+1 337 281 1726",,https://adolescoprep.org/,48024 Parsonage Rd,,Tickfaw,Tangipahoa Parish,LA,"70466",US,30.57724030,-90.48349700,classical,adolesco-preparatory-academy-la-70466-fcapi-thi-website-survey-abstract.md,adolesco-preparatory-academy-la-70466-fcapi-thi-website-survey.md,adolesco-preparatory-academy-la-70466-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,297,,PK-9,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
001V400000tPCf9,Advent Evangelical Lutheran Church & School,,,advent-evangelical-lutheran-church-school-in-46077,,"+1 317 873 6318",,http://adventlutheran.org,11250 North Michigan Road,,Zionsville,,IN,"46077",US,39.94943570,-86.24172050,classical,advent-evangelical-lutheran-church-school-in-46077-fcapi-thi-website-survey-abstract.md,advent-evangelical-lutheran-church-school-in-46077-fcapi-thi-website-survey.md,advent-evangelical-lutheran-church-school-in-46077-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate-secondary,Private School,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,5211,,,
001V400000tPCfA,Agape Christi Academy,,,agape-christi-academy-mn-55344,info@agapechristi.com,"+1 952 856 0103",,https://agapechristi.com/,9957 Valley View Rd.,,Eden Prairie,Hennepin County,MN,"55344",US,44.87130130,-93.40321290,classical,agape-christi-academy-mn-55344-fcapi-thi-website-survey-abstract.md,agape-christi-academy-mn-55344-fcapi-thi-website-survey.md,agape-christi-academy-mn-55344-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,302,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfE,Agape Montessori Christian Academy,,,agape-montessori-christian-academy-ms-39183,4godskidz@gmail.com,"+1 601 634 0092",,https://4godskidz.wixsite.com/mysite-1/,822 Main St.,,Vicksburg,Warren County,MS,"39183",US,32.35361360,-90.87931110,classical,agape-montessori-christian-academy-ms-39183-fcapi-thi-website-survey-abstract.md,agape-montessori-christian-academy-ms-39183-fcapi-thi-website-survey.md,agape-montessori-christian-academy-ms-39183-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,305,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfF,Agathos Classical School,,,agathos-classical-school-tn-38401,office@agathosschool.com,"+1 931 388 0556",,https://agathosschool.com/,1201 Mapleash Ave.,,Columbia,Maury County,TN,"38401",US,35.60460740,-87.01391430,classical,agathos-classical-school-tn-38401-fcapi-thi-website-survey-abstract.md,agathos-classical-school-tn-38401-fcapi-thi-website-survey.md,agathos-classical-school-tn-38401-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,306,,PK-12,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfH,Aletheia Christian School of Peoria,,,aletheia-christian-school-peoria-il-61604,info@peoriaclassical.org,"+1 309 635 9809",,https://peoriaclassical.org/,7229 N. Knoxville Ave.,,Peoria,Peoria County,IL,"61604",US,40.77563880,-89.60472720,classical,aletheia-christian-school-peoria-il-61604-fcapi-thi-website-survey-abstract.md,aletheia-christian-school-peoria-il-61604-fcapi-thi-website-survey.md,aletheia-christian-school-peoria-il-61604-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,312,,PK-8,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCfI,Aletheia United Academy,,,aletheia-united-academy-va-22902,,"+1 434 207 2170",,https://aletheiaunitedacademy.org/,981 2nd Street Southeast,,Charlottesville,,VA,"22902",US,38.02410300,-78.48365200,classical,aletheia-united-academy-va-22902-fcapi-thi-website-survey-abstract.md,aletheia-united-academy-va-22902-fcapi-thi-website-survey.md,aletheia-united-academy-va-22902-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-8.png,,0,0,0,0,313,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfJ,Alexandria Classical Christian Academy,,,alexandria-classical-christian-academy-va-22302,katherine.kramer@accacademy.org,"+1 571 206 1604",,https://www.accacademy.org/,2932 King St,,Alexandria,,VA,"22302",US,38.81944740,-77.07884100,classical,alexandria-classical-christian-academy-va-22302-fcapi-thi-website-survey-abstract.md,alexandria-classical-christian-academy-va-22302-fcapi-thi-website-survey.md,alexandria-classical-christian-academy-va-22302-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,314,,PK-5,"PreK, K, 1st, 2nd, 3rd, 4th, 5th"
001V400000tPCfK,Aliso Viejo Christian School,,,aliso-viejo-christian-school-ca-92656,,"+1 949 389 0300",,https://alisoviejochristianschool.org,1 Orion,,Aliso Viejo,Orange County,CA,"92656",US,33.55796430,-117.72719570,classical,aliso-viejo-christian-school-ca-92656-fcapi-thi-website-survey-abstract.md,aliso-viejo-christian-school-ca-92656-fcapi-thi-website-survey.md,aliso-viejo-christian-school-ca-92656-fcapi-thi-website-survey.pdf,audit,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-0.png,,0,0,0,0,315,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCfL,All Saints Academy,,,all-saints-academy-wa-98383,info@allsaintsacademy.com,"+1 360 776 1700",,https://allsaintsclassical.com/,3450 NW Carlton St,,Silverdalw,,WA,"98383",US,47.64634130,-122.69631620,classical,all-saints-academy-wa-98383-fcapi-thi-website-survey-abstract.md,all-saints-academy-wa-98383-fcapi-thi-website-survey.md,all-saints-academy-wa-98383-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,1,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,317,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
,All Saints Catholic School,,,all-saints-catholic-school-tx-76164,admissions@ascsfw.org,"+1 817 624 2670",,https://ascsfw.org/,2006 N Houston St,,Fort Worth,,TX,"76164",US,32.78187400,-97.35130880,classical,all-saints-catholic-school-tx-76164-fcapi-thi-website-survey-abstract.md,all-saints-catholic-school-tx-76164-fcapi-thi-website-survey.md,all-saints-catholic-school-tx-76164-fcapi-thi-website-survey.pdf,clsa-membership,2026-07-01,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-2.png,,0,0,0,0,7709,,,
001V400000tPCfM,All Saints Catholic School: Ft. Worth,,,all-saints-catholic-school-ft-worth-tx-76164,,"+1 817 624 2670",,https://www.ascsfw.org/,2006 North Houston Street,,Fort Worth,Tarrant County,TX,"76164",US,32.78187400,-97.35130880,classical,all-saints-catholic-school-ft-worth-tx-76164-fcapi-thi-website-survey-abstract.md,all-saints-catholic-school-ft-worth-tx-76164-fcapi-thi-website-survey.md,all-saints-catholic-school-ft-worth-tx-76164-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,319,,PK-8,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCfN,All Saints Christian Academy,,,all-saints-christian-academy-nc-27376,allsaints2019@gmail.com,"+1 201 417 0481",,https://allsaintsnc.com/,384 Hillmon Grove Rd,,Cameron,Moore County,NC,"28326",US,35.27710440,-79.11886560,classical,all-saints-christian-academy-nc-27376-fcapi-thi-website-survey-abstract.md,all-saints-christian-academy-nc-27376-fcapi-thi-website-survey.md,all-saints-christian-academy-nc-27376-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,321,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfO,All Saints Christian Academy…A Schole Community,001V400000tOZKD,Scholé Communities,all-saints-christian-academy-schole-community-cameron-nc,allsaints2019@gmail.com,"",,https://www.facebook.com/allsaints2019,,,Cameron,,NC,"",US,35.32682260,-79.25530300,classical,all-saints-christian-academy-schole-community-cameron-nc-fcapi-thi-website-survey-abstract.md,all-saints-christian-academy-schole-community-cameron-nc-fcapi-thi-website-survey.md,all-saints-christian-academy-schole-community-cameron-nc-fcapi-thi-website-survey.pdf,schole-membership,2026-07-01,elementary-intermediate-secondary,Homeschool,Private,0,,,,,,,,,,,,,,,,,,,,,,,5479,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-k12-2.png,,0,0,0,0,5529,,,
,All Saints Classical Christian School,,,all-saints-classical-christian-school-sc-29585,Sarah@allsaintspawleys.org,"+1 843 237 4223",,https://allsaintspawleys.org/School,3560 Kings River Road,,Pawleys Island,,SC,"29585",US,33.46719610,-79.13838810,classical,all-saints-classical-christian-school-sc-29585-fcapi-thi-website-survey-abstract.md,all-saints-classical-christian-school-sc-29585-fcapi-thi-website-survey.md,all-saints-classical-christian-school-sc-29585-fcapi-thi-website-survey.pdf,clsa-membership,2026-07-01,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-0.png,,0,0,0,0,7705,,,
001V400000tPCfP,Alliance Christian Academy and Little Sprouts,,,alliance-christian-academy-little-sprouts-tx,,"+1 817 439 8425",,http://acaknights.com,13105 Harmon Rd,,Fort Worth,,TX,"76177",US,32.93934910,-97.32482210,classical,alliance-christian-academy-little-sprouts-tx-fcapi-thi-website-survey-abstract.md,alliance-christian-academy-little-sprouts-tx-fcapi-thi-website-survey.md,alliance-christian-academy-little-sprouts-tx-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate-secondary,Private School,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,5267,,,
001V400000tPCfR,Alpha Omega Academy,,,alpha-omega-academy-tx-77340,office@alphaomegaacademy.org,"+1 936 438 8833",,https://alphaomegaacademy.org/,3891 State Hwy. 30 West,,Huntsville,Walker County,TX,"77340-8419",US,30.70049320,-95.61239730,classical,alpha-omega-academy-tx-77340-fcapi-thi-website-survey-abstract.md,alpha-omega-academy-tx-77340-fcapi-thi-website-survey.md,alpha-omega-academy-tx-77340-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,326,,PK-12,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfS,Alpine Christian School,,,alpine-christian-school-tx-79830,Admin10@AlpineChristianSchool.com,"+1 432 837 5757",,https://alpinechristianschool.com/,402 East Sul Ross Avenue,,Alpine,Brewster County,TX,"79830",US,30.36009750,-103.65881090,classical,alpine-christian-school-tx-79830-fcapi-thi-website-survey-abstract.md,alpine-christian-school-tx-79830-fcapi-thi-website-survey.md,alpine-christian-school-tx-79830-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,327,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfV,Amazing Grace Academy,,,amazing-grace-academy-id-83301,christianott1977@gmail.com,"+1 208 948 3321",,https://amazinggrace.academy/,1061 Eastland Drive North,,Twin Falls,Twin Falls County,ID,"83301",US,42.58128380,-114.44142550,classical,amazing-grace-academy-id-83301-fcapi-thi-website-survey-abstract.md,amazing-grace-academy-id-83301-fcapi-thi-website-survey.md,amazing-grace-academy-id-83301-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-3.png,,0,0,0,0,329,,K-9,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
001V400000tPCfW,Ambassador Christian Academy,,,ambassador-christian-academy-nj-08720,aca@ambassadorchristian.org,"+1 732 341 0860",,https://ambassadorchristian.org/,4041 Squankum-Allenwood Rd.,,Allenwood,Monmouth County,NJ,"08720",US,40.13583450,-74.12961570,classical,ambassador-christian-academy-nj-08720-fcapi-thi-website-survey-abstract.md,ambassador-christian-academy-nj-08720-fcapi-thi-website-survey.md,ambassador-christian-academy-nj-08720-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-4.png,,0,0,0,0,331,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCfX,Ambrose Academy,,,ambrose-academy-ks-66503,jon@ambroseclassical.com,"+1 913 620 2198",,https://ambroseclassical.com,2845 Greenwood Dr.,,Ogden,,KS,"66503",US,39.12316060,-96.69866040,classical,ambrose-academy-ks-66503-fcapi-thi-website-survey-abstract.md,ambrose-academy-ks-66503-fcapi-thi-website-survey.md,ambrose-academy-ks-66503-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-1.png,,0,0,0,0,3119,,,"K, 1st, 2nd"
