salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,phone,phone2,website,street,street_2,city,county,state_province,postal_code,country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,classical_abstract_mdfile,classical_report_mdfile,classical_report_pdffile,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort
Acct0116,Annapolis Christian Academy,,,annapolis-christian-academy-tx-78411,academy@aca-cc.org,+1 361 991 6004,,https://aca-cc.org/,3875 South Staples Street,,Corpus Christi,Nueces County,TX,78411,US,27.73588090,-97.38641010,classical,annapolis-christian-academy-tx-78411-fcapi-classicality-abstract.md,annapolis-christian-academy-tx-78411-fcapi-classicality-audit.md,annapolis-christian-academy-tx-78411-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,annapolis-christian-academy-tx-78411-fcapi-classicality-abstract.md,annapolis-christian-academy-tx-78411-fcapi-classicality-audit.md,annapolis-christian-academy-tx-78411-v20260107-fcapi-classicality-audit.pdf,http://ehub58.webhostinghub.com/~annapo17/wp-content/uploads/Logo-web-dark.png,,0,0,0,0,361,2509
Acct0121,Anthem Classical Academy,,,anthem-classical-academy-ar-72702,info@anthemclassical.org,+1 508 918 0653,,https://anthemclassical.org/,PO Box 3013,,Fayetteville,Washington County,AR,72702,US,36.06894130,-94.16468560,classical,anthem-classical-academy-ar-72702-fcapi-classicality-abstract.md,anthem-classical-academy-ar-72702-fcapi-classicality-audit.md,anthem-classical-academy-ar-72702-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,anthem-classical-academy-ar-72702-fcapi-classicality-abstract.md,anthem-classical-academy-ar-72702-fcapi-classicality-audit.md,anthem-classical-academy-ar-72702-v20260107-fcapi-classicality-audit.pdf,http://anthemclassical.org/wp-content/uploads/2024/06/AnthemClassical_WordMArk.png,,0,0,0,0,366,2167
Acct1169,Anthem Preparatory Academy,,,anthem-preparatory-academy-az-85086,jsylvester@anthemprep.org,+1 480 424 1790,,https://anthem.greatheartsamerica.org/,39808 N Gavilan Peak Parkway,,Anthem,Maricopa County,AZ,85086,US,33.84505740,-112.13743260,classical,anthem-preparatory-academy-az-85086-fcapi-classicality-abstract.md,anthem-preparatory-academy-az-85086-fcapi-classicality-audit.md,anthem-preparatory-academy-az-85086-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,anthem-preparatory-academy-az-85086-fcapi-classicality-abstract.md,anthem-preparatory-academy-az-85086-fcapi-classicality-audit.md,anthem-preparatory-academy-az-85086-v20260107-fcapi-classicality-audit.pdf,https://anthem.greatheartsamerica.org/wp-content/uploads/sites/12/2024/08/Girl-Student-Study.jpg,,0,0,0,0,153,2514
Acct0129,Appomattox Christian Academy,,,appomattox-christian-academy-va-24522,office.aca@appomattoxchristianacademy.com,+1 434 352 7373,,https://appomattoxchristianacademy.com/,1916 Redfields Rd.,,Appomattox,Appomattox County,VA,24522,US,37.34906380,-78.81678000,classical,appomattox-christian-academy-va-24522-fcapi-classicality-abstract.md,appomattox-christian-academy-va-24522-fcapi-classicality-audit.md,appomattox-christian-academy-va-24522-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,appomattox-christian-academy-va-24522-fcapi-classicality-abstract.md,appomattox-christian-academy-va-24522-fcapi-classicality-audit.md,appomattox-christian-academy-va-24522-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/57646bc515d5db3461521573/t/5e471b76da24eb56e0f21fda/1581718393606/2018+phoenix+%284%29-converted+%281%29-1.png?format=1500w,,0,0,0,0,373,1727
Acct0131,Aquinas Academy,,,aquinas-academy-de-19701,,+1 302 383 3626,,https://www.aquinasacademy.net/,2370 Red Lion Rd.,,Bear,New Castle County,DE,19701,US,39.57221850,-75.69551780,somewhat-classical,aquinas-academy-de-19701-fcapi-classicality-abstract.md,aquinas-academy-de-19701-fcapi-classicality-audit.md,aquinas-academy-de-19701-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,aquinas-academy-de-19701-fcapi-classicality-abstract.md,aquinas-academy-de-19701-fcapi-classicality-audit.md,aquinas-academy-de-19701-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/673b65e10b62173f165319ac/t/69473b688f047d629e6a330a/1766275944926/cd.png?format=1500w,,0,0,0,0,375,444
Acct0133,Aquinas Academy,,,aquinas-academy-wi-53051,,+1 262 502 1540,,https://aquinasacademy.com/,N72W15935 Good Hope Road,,Menomonee Falls,Waukesha County,WI,53051,US,43.14787780,-88.10855140,somewhat-classical,aquinas-academy-wi-53051-fcapi-classicality-abstract.md,aquinas-academy-wi-53051-fcapi-classicality-audit.md,aquinas-academy-wi-53051-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,aquinas-academy-wi-53051-fcapi-classicality-abstract.md,aquinas-academy-wi-53051-fcapi-classicality-audit.md,aquinas-academy-wi-53051-v20260107-fcapi-classicality-audit.pdf,https://aquinasacademy.com/Files/images/NewWebsiteCrestandName2.png,,0,0,0,0,377,2529
Acct0132,Aquinas Academy of Pittsburgh,,,aquinas-academy-pittsburgh-pa-15044,,+1 724 444 0722,,https://www.aquinasacademy-pittsburgh.org/,2308 West Hardies Road,,Gibsonia,Allegheny County,PA,15044,US,40.59779100,-79.96788500,classical,aquinas-academy-pittsburgh-pa-15044-fcapi-classicality-abstract.md,aquinas-academy-pittsburgh-pa-15044-fcapi-classicality-audit.md,aquinas-academy-pittsburgh-pa-15044-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,aquinas-academy-pittsburgh-pa-15044-fcapi-classicality-abstract.md,aquinas-academy-pittsburgh-pa-15044-fcapi-classicality-audit.md,aquinas-academy-pittsburgh-pa-15044-v20260107-fcapi-classicality-audit.pdf,https://resources.finalsite.net/images/v1732652426/aquinasacademyinfo/egskp3w6cetxtgbka4cv/AquinasAcademyofPittsburgh-OGI.jpg,,0,0,0,0,376,1464
Acct0134,Aquinas Classical Academy,,,aquinas-classical-academy-wa-98332,,+1 360 552 0805,,https://www.aquinasclassicalacademy.com/,11010 Harbor Hill Dr. Ste B203,,Gig Harbor,Pierce County,WA,98332,US,47.35895520,-122.60189880,classical,aquinas-classical-academy-wa-98332-fcapi-classicality-abstract.md,aquinas-classical-academy-wa-98332-fcapi-classicality-audit.md,aquinas-classical-academy-wa-98332-v20260107-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,aquinas-classical-academy-wa-98332-fcapi-classicality-abstract.md,aquinas-classical-academy-wa-98332-fcapi-classicality-audit.md,aquinas-classical-academy-wa-98332-v20260107-fcapi-classicality-audit.pdf,https://www.aquinasclassicalacademy.org/uploads/1/2/1/4/121466627/aca-ups-logo.png,,0,0,0,0,378,1121
Acct0136,Arcadia Christian School,,,arcadia-christian-school-ca-91006,acsoffice@acslions.com,+1 626 574 8229,,https://arcadiachristianschool.org/,1900 S. Santa Anita Ave.,,Arcadia,Los Angeles County,CA,91006,US,34.11731460,-118.03048440,classical,arcadia-christian-school-ca-91006-fcapi-classicality-abstract.md,arcadia-christian-school-ca-91006-fcapi-classicality-audit.md,arcadia-christian-school-ca-91006-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,arcadia-christian-school-ca-91006-fcapi-classicality-abstract.md,arcadia-christian-school-ca-91006-fcapi-classicality-audit.md,arcadia-christian-school-ca-91006-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5df95ed798818d797891d9fa/t/5e2c1fe197e6620d626c80b8/1579950055176/IMG_0574.png?format=1500w,,0,0,0,0,380,744
Acct0137,Archangels Academy,,,archangels-academy-il-60180,,+1 513 482 9229,,https://www.thearchangelsacademy.com/,6506 National Street,,Union,McHenry County,IL,60180,US,42.23416560,-88.53743430,somewhat-classical,archangels-academy-il-60180-fcapi-classicality-abstract.md,archangels-academy-il-60180-fcapi-classicality-audit.md,archangels-academy-il-60180-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archangels-academy-il-60180-fcapi-classicality-abstract.md,archangels-academy-il-60180-fcapi-classicality-audit.md,archangels-academy-il-60180-v20260107-fcapi-classicality-audit.pdf,"https://static.wixstatic.com/media/44a494_4e49eed55c27432382678d6704b197da~mv2.png/v1/fill/w_219,h_223,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo-mark-full-color.png",,0,0,0,0,381,1213
Acct0138,Archbishop Carroll F Carroll High School,,,archbishop-carroll-f-carroll-high-school-fl-33196,,+1 305 388 6700,,https://www.archbishopcolemancarroll.org/,10300 SW 167th Ave.,,Miami,Miami-Dade County,FL,33196,US,25.67074480,-80.46680390,classical,archbishop-carroll-f-carroll-high-school-fl-33196-fcapi-classicality-abstract.md,archbishop-carroll-f-carroll-high-school-fl-33196-fcapi-classicality-audit.md,archbishop-carroll-f-carroll-high-school-fl-33196-v20260107-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archbishop-carroll-f-carroll-high-school-fl-33196-fcapi-classicality-abstract.md,archbishop-carroll-f-carroll-high-school-fl-33196-fcapi-classicality-audit.md,archbishop-carroll-f-carroll-high-school-fl-33196-v20260107-fcapi-classicality-audit.pdf,https://www.colemancarroll.org/ctm/31321/projects/acc/gallery/2023/06/carroll-silver-gala-logo-landscape.png?v=20251223091205,,0,0,0,0,382,241
Acct0140,Archbishop McCarthy High School,,,archbishop-mccarthy-high-school-fl-33330,,+1 954 434 8820,,https://www.mccarthyhigh.net/,5451 S. Flamingo Rd.,,Southwest Ranches,Broward County,FL,33330,US,26.05134640,-80.31455130,somewhat-classical,archbishop-mccarthy-high-school-fl-33330-fcapi-classicality-abstract.md,archbishop-mccarthy-high-school-fl-33330-fcapi-classicality-audit.md,archbishop-mccarthy-high-school-fl-33330-v20260107-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archbishop-mccarthy-high-school-fl-33330-fcapi-classicality-abstract.md,archbishop-mccarthy-high-school-fl-33330-fcapi-classicality-audit.md,archbishop-mccarthy-high-school-fl-33330-v20260107-fcapi-classicality-audit.pdf,https://www.mccarthyhigh.org/wp-content/uploads/2023/08/archbishop-edward-a-mccarthy-high-school-feat-1a.jpg,,0,0,0,0,384,271
Acct0141,Archbishop Rummel High School,,,archbishop-rummel-high-school-la-70001,,+1 504 834 5592,,https://www.rummelraiders.com/,1901 Severn Ave.,,Metairie,Jefferson Parish,LA,70001,US,29.99002430,-90.15932230,classical,archbishop-rummel-high-school-la-70001-fcapi-classicality-abstract.md,archbishop-rummel-high-school-la-70001-fcapi-classicality-audit.md,archbishop-rummel-high-school-la-70001-v20260107-fcapi-classicality-audit.pdf,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archbishop-rummel-high-school-la-70001-fcapi-classicality-abstract.md,archbishop-rummel-high-school-la-70001-fcapi-classicality-audit.md,archbishop-rummel-high-school-la-70001-v20260107-fcapi-classicality-audit.pdf,https://www.rummelraiders.com/uploads/5/5/4/4/55448759/published/wordmark-correct-sized-a-ai-png-transparent.png?1727282688,,0,0,0,0,385,1083
,Arche Classical Academy,,,arche-classical-academy-pa-17013,office@archeclassicalacademy.com,+1 717 996 4379,,https://archeclassicalacademy.com,705 Glendale St.,,Carlisle,Cumberland County,PA,17013,US,40.18965940,-77.20695970,classical,arche-classical-academy-pa-17013-fcapi-classicality-abstract.md,arche-classical-academy-pa-17013-fcapi-classicality-audit.md,arche-classical-academy-pa-17013-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,,,0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,arche-classical-academy-pa-17013-fcapi-classicality-abstract.md,arche-classical-academy-pa-17013-fcapi-classicality-audit.md,arche-classical-academy-pa-17013-v20260107-fcapi-classicality-audit.pdf,https://archeclassicalacademy.com/wp-content/uploads/2023/11/Share.png,,0,0,0,0,3124,
Acct1170,Archway Classical Academy - Arete,,,archway-classical-academy-arete-az-85234,cmacias@areteprepacademy.org,+1 480 222 4233,,https://archwayarete.greatheartsamerica.org/,4525 East Baseline Rd.,23276 North 83rd Avenue,Gilbert,Maricopa County,AZ,85234,US,33.37870340,-111.73638370,classical,archway-classical-academy-arete-az-85234-fcapi-classicality-abstract.md,archway-classical-academy-arete-az-85234-fcapi-classicality-audit.md,archway-classical-academy-arete-az-85234-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archway-classical-academy-arete-az-85234-fcapi-classicality-abstract.md,archway-classical-academy-arete-az-85234-fcapi-classicality-audit.md,archway-classical-academy-arete-az-85234-v20260107-fcapi-classicality-audit.pdf,https://archwayarete.greatheartsamerica.org/wp-content/uploads/sites/11/2021/07/cropped-Archway-Arete.png,,0,0,0,0,143,2500
Acct1175,Archway Classical Academy - Arlington,,,archway-classical-academy-arlington-tx-76001,,+1 817 260 0890,,https://arlington.greatheartsamerica.org/,6701 S Cooper St,,Arlington,Tarrant County,TX,76001,US,32.63584930,-97.13425510,classical,archway-classical-academy-arlington-tx-76001-fcapi-classicality-abstract.md,archway-classical-academy-arlington-tx-76001-fcapi-classicality-audit.md,archway-classical-academy-arlington-tx-76001-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archway-classical-academy-arlington-tx-76001-fcapi-classicality-abstract.md,archway-classical-academy-arlington-tx-76001-fcapi-classicality-audit.md,archway-classical-academy-arlington-tx-76001-v20260107-fcapi-classicality-audit.pdf,https://arlington.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,154,2736
Acct1171,Archway Classical Academy - Chandler,,,archway-classical-academy-chandler-az-85224,enrollment@archwaychandler.org,+1 480 855 6474,,https://archwaychandler.greatheartsamerica.org/,1951 N. Alma School Rd.,,Chandler,Maricopa County,AZ,85224,US,33.33403910,-111.85712840,classical,archway-classical-academy-chandler-az-85224-fcapi-classicality-abstract.md,archway-classical-academy-chandler-az-85224-fcapi-classicality-audit.md,archway-classical-academy-chandler-az-85224-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,Public,0,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,archway-classical-academy-chandler-az-85224-fcapi-classicality-abstract.md,archway-classical-academy-chandler-az-85224-fcapi-classicality-audit.md,archway-classical-academy-chandler-az-85224-v20260107-fcapi-classicality-audit.pdf,https://archwaychandler.greatheartsamerica.org/wp-content/uploads/sites/9/2025/06/Chandler_Archway-Crest_1C-700x699.png,,0,0,0,0,144,2590
Acct1181,Archway Classical Academy - Cicero,,,archway-classical-academy-cicero-az-85250,lbuchanan@ciceroprep.org,+1 480 424 1790,,https://archwaycicero.greatheartsamerica.org/,7205 N. Pima Rd.,,Cicero,Cook County,AZ,85250,US,33.54173210,-111.89090690,classical,archway-classical-academy-cicero-az-85250-fcapi-classicality-abstract.md,archway-classical-academy-cicero-az-85250-fcapi-classicality-audit.md,archway-classical-academy-cicero-az-85250-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,,0,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"""\""\\\""""\\\\\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""[\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""Latin\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""]\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\""""\""""\\\""""\""""\\\""""\""""\""""\""""\""""""""""",1,0,0,1,0,0,0,archway-classical-academy-cicero-az-85250-fcapi-classicality-abstract.md,archway-classical-academy-cicero-az-85250-fcapi-classicality-audit.md,archway-classical-academy-cicero-az-85250-v20260107-fcapi-classicality-audit.pdf,https://archwaycicero.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,145,2578
