salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,phone,phone2,website,street,street_2,city,county,state_province,postal_code,country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,classical_abstract_mdfile,classical_report_mdfile,classical_report_pdffile,featured_image_1_jpgfile,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort
EG1V400000b0422,American Preparatory Academy: Salem,EG1V400000b222,American Preparatory Academy,american-preparatory-academy-salem-ut-84653,,+18014654434,,https://salem.americanprep.org/,1195 S. Elk Ridge Dr.,,Salem,Utah County,UT,84653,US,40.0194557,-111.6873365,Classical,american-preparatory-academy-salem-ut-84653-abstract.md,american-preparatory-academy-salem-ut-84653-report.md,american-preparatory-academy-salem-ut-84653-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,422,1381
EG1V400000b222,American Preparatory Academy,,American Preparatory Academy,american-preparatory-academy-ut-84020,,+18015538500,,http://www.americanprep.org/,12892 South Pony Express Rd.,,Draper,Salt Lake County,UT,84020,US,40.5165492,-111.8947248,Classical,american-preparatory-academy-ut-84020-abstract.md,american-preparatory-academy-ut-84020-report.md,american-preparatory-academy-ut-84020-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,
EG1V400000b0611,American Preparatory Academy: West Valley 1,EG1V400000b222,American Preparatory Academy,american-preparatory-academy-west-valley-1-ut-84119,,+18018393613,,,1255 W Crystal Ave.,,West Valley City,Salt Lake County,UT,84119,US,40.7132028,-111.9282154,Classical,american-preparatory-academy-west-valley-1-ut-84119-abstract.md,american-preparatory-academy-west-valley-1-ut-84119-report.md,american-preparatory-academy-west-valley-1-ut-84119-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,611,1552
EG1V400000b0614,American Preparatory Academy: West Valley 2,EG1V400000b222,American Preparatory Academy,american-preparatory-academy-west-valley-2-ut-84119,,+13853513090,,,3636 W. 3100 S.,,West Valley City,Salt Lake County,UT,84119,US,40.7048236,-111.9782864,Classical,american-preparatory-academy-west-valley-2-ut-84119-abstract.md,american-preparatory-academy-west-valley-2-ut-84119-report.md,american-preparatory-academy-west-valley-2-ut-84119-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,614,1555
EG1V400000b2638,Aristoi Classical Academy: Cypress,EG1V400000b263,Aristoi Classical Academy,aristoi-classical-academy-cypress-tx-77070,,+12813915003,,https://www.aristoiclassical.org/ac/index/,12332 Perry Rd.,,Houston,Harris County,TX,77070,US,29.9523055,-95.5636154,Classical,aristoi-classical-academy-cypress-tx-77070-abstract.md,aristoi-classical-academy-cypress-tx-77070-report.md,aristoi-classical-academy-cypress-tx-77070-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2638,86
EG1V400000b2343,Aristoi Classical Academy: Grammar,EG1V400000b263,Aristoi Classical Academy,aristoi-classical-academy-grammar-tx-77493,,+12813915003,,https://www.aristoiclassical.org/aklr/index/,5618 11th St.,,Katy,Harris County,TX,77493,US,29.7966412,-95.8220748,Classical,aristoi-classical-academy-grammar-tx-77493-abstract.md,aristoi-classical-academy-grammar-tx-77493-report.md,aristoi-classical-academy-grammar-tx-77493-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2343,601
EG1V400000b1784,Aristoi Classical Academy: Logic & Rhetoric,EG1V400000b263,Aristoi Classical Academy,aristoi-classical-academy-logic-rhetoric-tx-77493,,+12813915003,,https://www.aristoiclassical.org/,5618 Eleventh St.,,Katy,Harris County,TX,77493,US,29.817818,-95.8170074,Classical,aristoi-classical-academy-logic-rhetoric-tx-77493-abstract.md,aristoi-classical-academy-logic-rhetoric-tx-77493-report.md,aristoi-classical-academy-logic-rhetoric-tx-77493-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1784,2614
EG1V400000b263,Aristoi Classical Academy,,Aristoi Classical Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG1V400000b1939,Ascent Classical Academies,,Ascent Classical™,ascent-classical-academies-sc-29730,,,,https://www.ascentclassical.org,505 University Dr.,,Rock Hill,York County,SC,29730,US,34.9440799,-81.0040716,Classical,ascent-classical-academies-sc-29730-abstract.md,ascent-classical-academies-sc-29730-report.md,ascent-classical-academies-sc-29730-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1939,2754
EG1V400000b2364,Ascent Classical™ Academy of Charleston,EG1V400000b1939,Ascent Classical™,ascent-classical-academy-of-charleston-sc-00000,,,,https://charleston.ascentclassicalsc.org/,,,Charleston,Charleston County,SC,,US,32.7833163,-79.9319664,Classical,ascent-classical-academy-of-charleston-sc-00000-abstract.md,ascent-classical-academy-of-charleston-sc-00000-report.md,ascent-classical-academy-of-charleston-sc-00000-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2364,620
EG1V400000b2366,Ascent Classical™ Academy of Fort Mill,EG1V400000b1939,Ascent Classical™,ascent-classical-academy-of-fort-mill-sc-29730,,+18032392530,,https://fortmill.ascentclassicalsc.org/,505 University Dr.,,Rock Hill,York County,SC,29730,US,34.9440799,-81.0040716,Classical,ascent-classical-academy-of-fort-mill-sc-29730-abstract.md,ascent-classical-academy-of-fort-mill-sc-29730-report.md,ascent-classical-academy-of-fort-mill-sc-29730-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2366,622
EG1V400000b2362,Ascent Classical™ Academy of Greenville,EG1V400000b1939,Ascent Classical™,ascent-classical-academy-of-greenville-sc-29607,,+18643299884,,https://greenvilleclassical.com/,400 Brookfield Pkwy.,,Greenville,Greenville County,SC,29607,US,34.8122811,-82.2834978,Classical,ascent-classical-academy-of-greenville-sc-29607-abstract.md,ascent-classical-academy-of-greenville-sc-29607-report.md,ascent-classical-academy-of-greenville-sc-29607-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2362,619
EG1V400000b2365,Ascent Classical™ Academy of Irmo,EG1V400000b1939,Ascent Classical™,ascent-classical-academy-of-irmo-sc-00000,,+18034031000,,https://irmo.ascentclassicalsc.org/,,,Irmo,Lexington County,SC,29063,US,34.0859829,-81.1831513,Classical,ascent-classical-academy-of-irmo-sc-00000-abstract.md,ascent-classical-academy-of-irmo-sc-00000-report.md,ascent-classical-academy-of-irmo-sc-00000-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2365,621
EG1V400000b0055,Ascent Colorado Classical Schools,,Ascent Colorado Classical Schools,ascent-colorado-classical-schools-co-80401,,+17205062988,,https://ascentcolorado.org/,601 Corporate Circle,,Golden,Jefferson County,CO,80401,US,39.7188527,-105.1906829,Classical,ascent-colorado-classical-schools-co-80401-abstract.md,ascent-colorado-classical-schools-co-80401-report.md,ascent-colorado-classical-schools-co-80401-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,55,104
EG1V400000b0787,Ascent Colorado Classical Schools of Douglas County,EG1V400000b0055,Ascent Colorado Classical Schools,ascent-colorado-classical-schools-of-douglas-county-co-80124,dougco.office@ascentcolorado.org,+17205318775,,https://dc.ascentcolorado.org/,10004 Park Meadows Dr.,,Lone Tree,Douglas County,CO,80124,US,39.551665,-104.8734649,Classical,ascent-colorado-classical-schools-of-douglas-county-co-80124-abstract.md,ascent-colorado-classical-schools-of-douglas-county-co-80124-report.md,ascent-colorado-classical-schools-of-douglas-county-co-80124-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,787,1710
EG1V400000b2367,Ascent Colorado Classical Schools of Grand Junction,EG1V400000b0055,Ascent Colorado Classical Schools,ascent-colorado-classical-schools-of-grand-junction-co-81504,,+19708120202,,https://gj.ascentcolorado.org/,545 31 Rd.,,Grand Junction,Mesa County,CO,81504,US,39.0832345,-108.4798144,Classical,ascent-colorado-classical-schools-of-grand-junction-co-81504-abstract.md,ascent-colorado-classical-schools-of-grand-junction-co-81504-report.md,ascent-colorado-classical-schools-of-grand-junction-co-81504-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2367,623
EG1V400000b0679,Ascent Colorado Classical Schools of Northern Colorado,EG1V400000b0055,Ascent Colorado Classical Schools,ascent-colorado-classical-schools-of-northern-colorado-co-80525,noco.info@ascentcolorado.org,+19705456650,,https://nc.ascentcolorado.org/,2700 S Lemay Ave.,,Windsor,Larimer County,CO,80525,US,40.4912281,-104.9807995,Classical,ascent-colorado-classical-schools-of-northern-colorado-co-80525-abstract.md,ascent-colorado-classical-schools-of-northern-colorado-co-80525-report.md,ascent-colorado-classical-schools-of-northern-colorado-co-80525-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,679,1613
EG1V400000b2368,Ascent Colorado Classical Schools of Northern Denver,EG1V400000b0055,Ascent Colorado Classical Schools,ascent-colorado-classical-schools-of-northern-denver-co-80602,,+17205015005,,https://nd.ascentcolorado.org/,5061 East 160th Ave.,,Brighton,Adams County,CO,80602,US,39.9893143,-104.9274782,Classical,ascent-colorado-classical-schools-of-northern-denver-co-80602-abstract.md,ascent-colorado-classical-schools-of-northern-denver-co-80602-report.md,ascent-colorado-classical-schools-of-northern-denver-co-80602-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2368,624
EG1V400000b2816,Barry County Christian School Killpatrick,EG1V400000b1817,Barry County Christian School,barry-county-christian-school-killpatrick-mi-48897,,,,https://www.bccsk12.com/,,,Woodland,,MI,48897,US,,,,barry-county-christian-school-killpatrick-mi-48897-abstract.md,barry-county-christian-school-killpatrick-mi-48897-report.md,barry-county-christian-school-killpatrick-mi-48897-report.pdf,,Private School,Private School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[""Latin""]",1,0,0,0,0,0,0,,,,,,,,,,2816,
EG1V400000b1817,Barry County Christian School,,Barry County Christian School,barry-county-christian-school-mi-49058,office@bccsk12.com,+16162602426,,https://bccsk12.com/,2999 Mckeown Rd.,,Hastings,Barry County,MI,49058,US,42.6111619,-85.2352348,Classical,barry-county-christian-school-mi-49058-abstract.md,barry-county-christian-school-mi-49058-report.md,barry-county-christian-school-mi-49058-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1817,2644
EG1V400000b2815,Barry County Christian School Middleville,EG1V400000b1817,Barry County Christian School,barry-county-christian-school-middleville-mi-49316,,,,https://www.bccsk12.com/,,,Caledonia,,MI,49316,US,,,,barry-county-christian-school-middleville-mi-49316-abstract.md,barry-county-christian-school-middleville-mi-49316-report.md,barry-county-christian-school-middleville-mi-49316-report.pdf,,Private School,Private School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[""Latin""]",1,0,0,0,0,0,0,,,,,,,,,,2815,
EG1V400000b0608,Brilla Caritas Elementary,EG1V400000b0184e,Brilla Schools,brilla-caritas-elementary-ny-10468,,+13475235832,,https://brillaschools.org/our-schools/brilla-veritas-elementary/,2336 Andrews Ave.,,Bronx,Bronx County,NY,10468,US,40.8619158,-73.9065424,Non-Classical,brilla-caritas-elementary-ny-10468-abstract.md,brilla-caritas-elementary-ny-10468-report.md,brilla-caritas-elementary-ny-10468-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,608,154
EG1V400000b0184a,Brilla Caritas Middle School,EG1V400000b0184e,Brilla Schools,brilla-caritas-middle-school-10468,,,,,,,,,,10468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
EG1V400000b0184b,Brilla College Prep Middle,EG1V400000b0184e,Brilla Schools,brilla-college-prep-middle-00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
EG1V400000b2810,Brilla Patterson,EG1V400000b0184e,Brilla Schools,brilla-patterson-nj-07505,,,,https://brillaschools.org/our-schools/brilla-paterson/,,,Patterson,,NJ,07505,US,,,,brilla-patterson-nj-07505-abstract.md,brilla-patterson-nj-07505-report.md,brilla-patterson-nj-07505-report.pdf,,Charter,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,0,0,,,,,,,,,,2810,
EG1V400000b0597,Brilla Pax Elementary,EG1V400000b0184e,Brilla Schools,brilla-pax-elementary-ny-10452,info@brillapax.org,+13475235823,,https://brillapax.org/,95 West 168th St.,,Bronx,Bronx County,NY,10452,US,40.8384832,-73.9243979,Non-Classical,brilla-pax-elementary-ny-10452-abstract.md,brilla-pax-elementary-ny-10452-report.md,brilla-pax-elementary-ny-10452-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,597,153
EG1V400000b0184c,Brilla Pax Middle School,EG1V400000b0184e,Brilla Schools,brilla-pax-middle-school-00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
EG1V400000b0184e,Brilla Schools,,Brilla Schools,brilla-schools-ny-10454,info@brillaschools.org,+19175252162,,https://brillaschools.org,420 East 145th St.,,Bronx,Bronx County,NY,10454,US,40.8176186,-73.9178259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
EG1V400000b0184,Brilla Veritas Elementary,EG1V400000b0184e,Brilla Schools,brilla-veritas-elementary-ny-10455,,+19175252162,,https://brillaschools.org/our-schools/brilla-veritas-elementary,600 East 156th St.,,Bronx,Bronx County,NY,10455,US,40.8187222,-73.909482,Classical,brilla-veritas-elementary-ny-10455-abstract.md,brilla-veritas-elementary-ny-10455-report.md,brilla-veritas-elementary-ny-10455-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,184,1167
EG1V400000b0619,Brilla Veritas Middle School,EG1V400000b0184e,Brilla Schools,brilla-veritas-middle-school-ny-10454,,+19175252162,,https://brillaschools.org/our-schools/brilla-veritas-middle-school/,420 East 145th St.,,Bronx,Bronx County,NY,10454,US,40.8176186,-73.9178259,Classical,brilla-veritas-middle-school-ny-10454-abstract.md,brilla-veritas-middle-school-ny-10454-report.md,brilla-veritas-middle-school-ny-10454-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,619,155
EG1V400000b0184d,Vertex Partnership Academies,EG1V400000b0184e,Brilla Schools,vertex-partnership-academies-00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
EG1V400000b2493,Calvary Christian Academy,,Calvary Christian Academy,calvary-christian-academy-md-21502,,+12104387150,,https://calvaryeaglesmd.com,14517 McMullen Hwy SW,,Cumberland,,MD,21502,US,39.0457549,-76.6412712,Classical,calvary-christian-academy-md-21502-abstract.md,calvary-christian-academy-md-21502-report.md,calvary-christian-academy-md-21502-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2493,738
EG1V400000b2585,Veritas Classical School at Garrett Campus,EG1V400000b2493,Calvary Christian Academy,veritas-classical-school-at-garrett-campus-md-21550,veritasccagc@gmail.com,+13042887061,,https://veritasgarrettcampus.com,4051 Bittinger Rd.,,Accident,Garrett County,MD,21550,US,39.5834505,-79.2323439,Classical,veritas-classical-school-at-garrett-campus-md-21550-abstract.md,veritas-classical-school-at-garrett-campus-md-21550-report.md,veritas-classical-school-at-garrett-campus-md-21550-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2585,821
EG1V400000b2432,Chesterton Academy Knights of Our Lady,EG1V400000b157,Chesterton Schools Network,chesterton-academy-knights-of-our-lady-mi-49053,,+12696659062,,,PO Box 444,,Galesburg,Kalamazoo County,MI,49053,US,42.2886529,-85.418056,Classical,chesterton-academy-knights-of-our-lady-mi-49053-abstract.md,chesterton-academy-knights-of-our-lady-mi-49053-report.md,chesterton-academy-knights-of-our-lady-mi-49053-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2432,683
EG1V400000b1575,Chesterton Academy of Akron,EG1V400000b157,Chesterton Schools Network,chesterton-academy-of-akron-oh-44301,,+13302995117,,https://akronchestertonacademy.org/,433 Mission Dr.,,Akron,Summit County,OH,44301,US,41.0383752,-81.5107076,Classical,chesterton-academy-of-akron-oh-44301-abstract.md,chesterton-academy-of-akron-oh-44301-report.md,chesterton-academy-of-akron-oh-44301-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1575,2426
EG1V400000b2431,Chesterton Academy of Albuquerque,EG1V400000b157,Chesterton Schools Network,chesterton-academy-of-albuquerque-nm-87125-5771,,+15055444544,,https://www.chestertonabq.com/,PO Box 25771,,Albuquerque,Bernalillo County,NM,87125-5771,US,35.0843859,-106.650422,Classical,chesterton-academy-of-albuquerque-nm-87125-5771-abstract.md,chesterton-academy-of-albuquerque-nm-87125-5771-report.md,chesterton-academy-of-albuquerque-nm-87125-5771-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2431,682
EG1V400000b0318,Chesterton Academy of Annapolis,EG1V400000b157,Chesterton Schools Network,chesterton-academy-of-annapolis-md-21037,,+14108553216,,https://www.chestertonacademyofannapolis.org/,3506 Marthas Vineyard Way,,Annapolis,Anne Arundel County,MD,21037,US,38.9885251,-76.5064102,Classical,chesterton-academy-of-annapolis-md-21037-abstract.md,chesterton-academy-of-annapolis-md-21037-report.md,chesterton-academy-of-annapolis-md-21037-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,318,1288
EG1V400000b2488,Chesterton Academy of Atlanta,EG1V400000b157,Chesterton Schools Network,chesterton-academy-of-atlanta-ga-30144,,+17706350856,,https://chestertonatl.org/,1618 Ben King Rd.,,Atlanta,Cobb County,GA,30144,US,34.0282672,-84.5999103,Classical,chesterton-academy-of-atlanta-ga-30144-abstract.md,chesterton-academy-of-atlanta-ga-30144-report.md,chesterton-academy-of-atlanta-ga-30144-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2488,733
EG1V400000b2561,Chesterton Academy of Blessed Carlo Acutis,EG1V400000b157,Chesterton Schools Network,chesterton-academy-of-blessed-carlo-acutis-co-00000,,,,,,,Grand Junction,Mesa County,CO,,US,39.0689478,-108.5642809,Classical,chesterton-academy-of-blessed-carlo-acutis-co-00000-abstract.md,chesterton-academy-of-blessed-carlo-acutis-co-00000-report.md,chesterton-academy-of-blessed-carlo-acutis-co-00000-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2561,79
